iter	Passed	Remaining
2988	231792	7523055
2989	231862	7522733
2990	231929	7522328
2991	232003	7522127
2992	232073	7521788
2993	232148	7521634
2994	232221	7521404
2995	232296	7521260
2996	232383	7521490
2997	232454	7521187
2998	232531	7521107
2999	232604	7520888
3000	232678	7520688
3001	232759	7520722
3002	232839	7520724
3003	232918	7520681
3004	232988	7520385
3005	233064	7520233
3006	233134	7519909
3007	233223	7520219
3008	233295	7519954
3009	233393	7520537
3010	233461	7520168
3011	233530	7519820
3012	233617	7520036
3013	233691	7519857
3014	233787	7520355
3015	233871	7520486
3016	233941	7520152
3017	234022	7520188
3018	234102	7520218
3019	234176	7520011
3020	234256	7520007
3021	234329	7519782
3022	234397	7519418
3023	234480	7519506
3024	234561	7519525
3025	234641	7519552
3026	234719	7519484
3027	234797	7519405
3028	234867	7519100
3029	234936	7518747
3030	235011	7518578
3031	235091	7518601
3032	235169	7518515
3033	235245	7518395
3034	235316	7518111
3035	235384	7517740
3036	235457	7517499
3037	235539	7517587
3038	235616	7517481
3039	235697	7517500
3040	235772	7517353
3041	235845	7517126
3042	235915	7516801
3043	235998	7516921
3044	236079	7516926
3045	236153	7516755
3046	236226	7516525
3047	236301	7516371
3048	236371	7516040
3049	236469	7516619
3050	236545	7516510
3051	236616	7516222
3052	236694	7516167
3053	236778	7516296
3054	236849	7515983
3055	236926	7515913
3056	237003	7515799
3057	237081	7515761
3058	237157	7515613
3059	237230	7515414
3060	237303	7515188
3061	237384	7515206
3062	237452	7514833
3063	237522	7514526
3064	237593	7514237
3065	237675	7514303
3066	237751	7514180
3067	237828	7514082
3068	237904	7513967
3069	237972	7513569
3070	238050	7513524
3071	238119	7513174
3072	238190	7512894
3073	238270	7512868
3074	238342	7512644
3075	238422	7512622
3076	238497	7512473
3077	238574	7512398
3078	238649	7512224
3079	238727	7512168
3080	238799	7511920
3081	238875	7511779
3082	238946	7511514
3083	239013	7511109
3084	239086	7510896
3085	239166	7510886
3086	239248	7510959
3087	239320	7510688
3088	239392	7510442
3089	239459	7510032
3090	239531	7509791
3091	239611	7509804
3092	239681	7509483
3093	239761	7509481
3094	239865	7510246
3095	239954	7510526
3096	240037	7510614
3097	240120	7510704
3098	240202	7510779
3099	240281	7510724
3100	240362	7510757
3101	240441	7510746
3102	240522	7510760
3103	240602	7510761
3104	240683	7510811
3105	240768	7510943
3106	240865	7511487
3107	240947	7511553
3108	241028	7511571
3109	241109	7511621
3110	241191	7511655
3111	241268	7511584
3112	241348	7511571
3113	241419	7511282
3114	241494	7511147
3115	241573	7511097
3116	241644	7510831
3117	241722	7510774
3118	241801	7510723
3119	241890	7511004
3120	241965	7510853
3121	242046	7510894
3122	242119	7510681
3123	242189	7510366
3124	242260	7510088
3125	242331	7509793
3126	242415	7509920
3127	242490	7509751
3128	242557	7509363
3129	242634	7509273
3130	242719	7509413
3131	242799	7509430
3132	242877	7509361
3133	242952	7509204
3134	243033	7509226
3135	243104	7508966
3136	243180	7508837
3137	243254	7508628
3138	243323	7508287
3139	243403	7508301
3140	243472	7507959
3141	243548	7507849
3142	243627	7507792
3143	243719	7508170
3144	243791	7507928
3145	243866	7507757
3146	243937	7507477
3147	244008	7507214
3148	244085	7507122
3149	244158	7506899
3150	244241	7506993
3151	244315	7506823
3152	244395	7506805
3153	244464	7506460
3154	244535	7506208
3155	244604	7505844
3156	244696	7506228
3157	244771	7506056
3158	244846	7505900
3159	244918	7505659
3160	245006	7505899
3161	245076	7505599
3162	245156	7505609
3163	245228	7505368
3164	245309	7505380
3165	245387	7505329
3166	245459	7505078
3167	245537	7505014
3168	245609	7504755
3169	245685	7504642
3170	245756	7504384
3171	245836	7504365
3172	245911	7504214
3173	245980	7503882
3174	246056	7503765
3175	246130	7503575
3176	246210	7503568
3177	246286	7503453
3178	246357	7503183
3179	246436	7503142
3180	246506	7502827
3181	246584	7502761
3182	246662	7502703
3183	246730	7502340
3184	246801	7502059
3185	246876	7501910
3186	246955	7501881
3187	247029	7501709
3188	247098	7501377
3189	247179	7501388
3190	247253	7501202
3191	247326	7501002
3192	247401	7500833
3193	247480	7500820
3194	247575	7501266
3195	247654	7501224
3196	247730	7501108
3197	247802	7500873
3198	247883	7500904
3199	247965	7500961
3200	248056	7501279
3201	248128	7501053
3202	248206	7500989
3203	248284	7500921
3204	248351	7500528
3205	248429	7500474
3206	248502	7500252
3207	248579	7500146
3208	248651	7499917
3209	248737	7500095
3210	248822	7500246
3211	248903	7500285
3212	248987	7500396
3213	249067	7500400
3214	249140	7500186
3215	249211	7499904
3216	249288	7499817
3217	249360	7499567
3218	249434	7499370
3219	249508	7499197
3220	249584	7499076
3221	249654	7498772
3222	249731	7498691
3223	249815	7498801
3224	249887	7498558
3225	249959	7498331
3226	250042	7498414
3227	250119	7498310
3228	250191	7498071
3229	250264	7497848
3230	250333	7497515
3231	250415	7497596
3232	250491	7497472
3233	250562	7497193
3234	250644	7497239
3235	250717	7497041
3236	250795	7496989
3237	250881	7497162
3238	250952	7496888
3239	251026	7496707
3240	251115	7496959
3241	251194	7496948
3242	251270	7496818
3243	251347	7496724
3244	251435	7496951
3245	251512	7496866
3246	251587	7496704
3247	251656	7496375
3248	251727	7496111
3249	251795	7495769
3250	251872	7495676
3251	251945	7495453
3252	252019	7495269
3253	252091	7495031
3254	252162	7494772
3255	252238	7494639
3256	252309	7494376
3257	252386	7494271
3258	252469	7494382
3259	252543	7494182
3260	252627	7494299
3261	252704	7494221
3262	252776	7493982
3263	252846	7493688
3264	252927	7493714
3265	252999	7493477
3266	253074	7493300
3267	253154	7493313
3268	253229	7493147
3269	253297	7492797
3270	253389	7493143
3271	253461	7492924
3272	253535	7492725
3273	253606	7492462
3274	253682	7492359
3275	253752	7492041
3276	253822	7491740
3277	253903	7491787
3278	253976	7491575
3279	254054	7491523
3280	254127	7491304
3281	254206	7491281
3282	254274	7490925
3283	254353	7490886
3284	254431	7490826
3285	254507	7490685
3286	254581	7490519
3287	254660	7490484
3288	254742	7490556
3289	254816	7490352
3290	254899	7490440
3291	254979	7490451
3292	255049	7490163
3293	255137	7490377
3294	255213	7490272
3295	255287	7490081
3296	255367	7490096
3297	255442	7489947
3298	255515	7489729
3299	255589	7489544
3300	255662	7489326
3301	255750	7489562
3302	255833	7489662
3303	255912	7489626
3304	255982	7489324
3305	256052	7489044
3306	256120	7488688
3307	256202	7488732
3308	256269	7488359
3309	256338	7488033
3310	256414	7487896
3311	256483	7487579
3312	256556	7487362
3313	256628	7487154
3314	256700	7486913
3315	256774	7486732
3316	256852	7486671
3317	256933	7486691
3318	257015	7486744
3319	257087	7486500
3320	257158	7486255
3321	257231	7486027
3322	257300	7485724
3323	257378	7485643
3324	257451	7485442
3325	257522	7485174
3326	257614	7485529
3327	257690	7485403
3328	257760	7485119
3329	257836	7485002
3330	257913	7484911
3331	257989	7484785
3332	258058	7484469
3333	258129	7484196
3334	258200	7483945
3335	258277	7483862
3336	258348	7483591
3337	258428	7483601
3338	258516	7483827
3339	258595	7483796
3340	258689	7484195
3341	258764	7484030
3342	258835	7483769
3343	258910	7483616
3344	258979	7483314
3345	259071	7483649
3346	259142	7483387
3347	259225	7483478
3348	259297	7483230
3349	259367	7482956
3350	259449	7482995
3351	259518	7482688
3352	259590	7482438
3353	259669	7482428
3354	259752	7482491
3355	259830	7482424
3356	259907	7482353
3357	259987	7482347
3358	260058	7482081
3359	260129	7481820
3360	260199	7481539
3361	260284	7481671
3362	260360	7481541
3363	260434	7481390
3364	260517	7481450
3365	260591	7481283
3366	260662	7481008
3367	260738	7480913
3368	260816	7480847
3369	260890	7480657
3370	260959	7480356
3371	261036	7480268
3372	261133	7480755
3373	261211	7480671
3374	261279	7480349
3375	261357	7480261
3376	261425	7479937
3377	261523	7480437
3378	261602	7480418
3379	261674	7480162
3380	261745	7479912
3381	261819	7479745
3382	261903	7479853
3383	261974	7479592
3384	262065	7479896
3385	262144	7479852
3386	262233	7480119
3387	262300	7479742
3388	262372	7479503
3389	262453	7479530
3390	262523	7479244
3391	262607	7479363
3392	262682	7479213
3393	262750	7478871
3394	262823	7478665
3395	262901	7478592
3396	262979	7478534
3397	263060	7478561
3398	263131	7478314
3399	263208	7478218
3400	263278	7477925
3401	263361	7478019
3402	263434	7477806
3403	263511	7477720
3404	263590	7477674
3405	263663	7477479
3406	263733	7477183
3407	263803	7476907
3408	263875	7476684
3409	263950	7476536
3410	264030	7476533
3411	264118	7476747
3412	264194	7476647
3413	264265	7476370
3414	264335	7476099
3415	264409	7475905
3416	264489	7475925
3417	264570	7475936
3418	264651	7475969
3419	264728	7475860
3420	264806	7475819
3421	264886	7475805
3422	264962	7475684
3423	265032	7475394
3424	265109	7475313
3425	265180	7475065
3426	265276	7475490
3427	265345	7475180
3428	265414	7474861
3429	265483	7474558
3430	265552	7474249
3431	265643	7474565
3432	265723	7474547
3433	265803	7474535
3434	265875	7474326
3435	265945	7474023
3436	266024	7473985
3437	266097	7473796
3438	266167	7473519
3439	266239	7473268
3440	266314	7473124
3441	266390	7473017
3442	266465	7472871
3443	266537	7472637
3444	266609	7472413
3445	266682	7472229
3446	266759	7472137
3447	266840	7472143
3448	266918	7472092
3449	266990	7471852
3450	267070	7471862
3451	267142	7471624
3452	267218	7471512
3453	267300	7471579
3454	267375	7471428
3455	267447	7471191
3456	267528	7471229
3457	267599	7470953
3458	267679	7470967
3459	267760	7470979
3460	267833	7470785
3461	267927	7471178
3462	268002	7471030
3463	268078	7470911
3464	268151	7470698
3465	268223	7470482
3466	268301	7470409
3467	268387	7470582
3468	268470	7470666
3469	268548	7470608
3470	268633	7470731
3471	268701	7470405
3472	268778	7470299
3473	268856	7470251
3474	268957	7470823
3475	269033	7470720
3476	269112	7470680
3477	269184	7470451
3478	269265	7470463
3479	269339	7470290
3480	269411	7470084
3481	269481	7469798
3482	269561	7469787
3483	269636	7469636
3484	269714	7469570
3485	269782	7469238
3486	269872	7469525
3487	269945	7469306
3488	270020	7469177
3489	270088	7468846
3490	270172	7468935
3491	270248	7468818
3492	270318	7468531
3493	270388	7468275
3494	270465	7468169
3495	270542	7468101
3496	270618	7467983
3497	270697	7467932
3498	270777	7467921
3499	270864	7468108
3500	270941	7468029
3501	271014	7467833
3502	271084	7467554
3503	271160	7467439
3504	271231	7467173
3505	271299	7466841
3506	271381	7466908
3507	271462	7466912
3508	271541	7466884
3509	271616	7466756
3510	271684	7466417
3511	271755	7466169
3512	271838	7466248
3513	271928	7466497
3514	272006	7466456
3515	272079	7466249
3516	272161	7466292
3517	272241	7466289
3518	272317	7466169
3519	272387	7465894
3520	272457	7465610
3521	272533	7465486
3522	272610	7465410
3523	272685	7465271
3524	272764	7465227
3525	272832	7464906
3526	272906	7464735
3527	272977	7464492
3528	273048	7464220
3529	273122	7464045
3530	273194	7463825
3531	273266	7463611
3532	273348	7463664
3533	273424	7463551
3534	273502	7463479
3535	273577	7463354
3536	273648	7463092
3537	273719	7462844
3538	273797	7462773
3539	273878	7462799
3540	273953	7462665
3541	274024	7462417
3542	274096	7462181
3543	274165	7461873
3544	274245	7461883
3545	274321	7461760
3546	274399	7461708
3547	274478	7461659
3548	274547	7461366
3549	274629	7461410
3550	274702	7461222
3551	274776	7461037
3552	274845	7460738
3553	274920	7460599
3554	275017	7461067
3555	275087	7460791
3556	275166	7460761
3557	275238	7460523
3558	275307	7460216
3559	275376	7459927
3560	275465	7460159
3561	275538	7459964
3562	275617	7459929
3563	275694	7459828
3564	275763	7459538
3565	275846	7459600
3566	275920	7459436
3567	275997	7459370
3568	276066	7459053
3569	276153	7459239
3570	276236	7459303
3571	276306	7459029
3572	276377	7458795
3573	276465	7459008
3574	276537	7458776
3575	276608	7458528
3576	276682	7458371
3577	276754	7458141
3578	276847	7458489
3579	276920	7458289
3580	277000	7458283
3581	277081	7458307
3582	277155	7458147
3583	277227	7457926
3584	277309	7457960
3585	277406	7458400
3586	277473	7458064
3587	277546	7457870
3588	277624	7457813
3589	277701	7457726
3590	277782	7457749
3591	277876	7458110
3592	277952	7457984
3593	278027	7457851
3594	278099	7457620
3595	278172	7457438
3596	278242	7457154
3597	278328	7457303
3598	278426	7457785
3599	278505	7457759
3600	278591	7457922
3601	278664	7457720
3602	278738	7457550
3603	278807	7457253
3604	278877	7456966
3605	278950	7456769
3606	279031	7456806
3607	279102	7456542
3608	279169	7456213
3609	279246	7456113
3610	279325	7456083
3611	279403	7456016
3612	279481	7455956
3613	279557	7455845
3614	279627	7455585
3615	279702	7455441
3616	279777	7455279
3617	279852	7455158
3618	279929	7455061
3619	280012	7455127
3620	280083	7454888
3621	280162	7454857
3622	280238	7454754
3623	280317	7454719
3624	280389	7454500
3625	280464	7454361
3626	280541	7454262
3627	280618	7454170
3628	280692	7454027
3629	280764	7453784
3630	280834	7453520
3631	280913	7453493
3632	280988	7453347
3633	281057	7453048
3634	281136	7453025
3635	281211	7452873
3636	281286	7452748
3637	281367	7452750
3638	281447	7452744
3639	281519	7452526
3640	281589	7452250
3641	281659	7451987
3642	281728	7451693
3643	281806	7451634
3644	281874	7451319
3645	281966	7451617
3646	282037	7451373
3647	282112	7451222
3648	282196	7451345
3649	282270	7451155
3650	282350	7451172
3651	282448	7451623
3652	282527	7451589
3653	282599	7451376
3654	282675	7451263
3655	282751	7451159
3656	282823	7450944
3657	282897	7450760
3658	282977	7450761
3659	283059	7450795
3660	283132	7450606
3661	283211	7450575
3662	283283	7450368
3663	283353	7450098
3664	283433	7450093
3665	283514	7450116
3666	283613	7450589
3667	283694	7450602
3668	283770	7450510
3669	283852	7450551
3670	283927	7450421
3671	284004	7450318
3672	284075	7450076
3673	284162	7450259
3674	284240	7450190
3675	284311	7449942
3676	284383	7449745
3677	284465	7449772
3678	284543	7449715
3679	284622	7449697
3680	284692	7449418
3681	284771	7449376
3682	284855	7449475
3683	284933	7449419
3684	285004	7449185
3685	285077	7448978
3686	285155	7448931
3687	285227	7448697
3688	285303	7448605
3689	285373	7448336
3690	285448	7448186
3691	285522	7448030
3692	285593	7447774
3693	285668	7447636
3694	285769	7448172
3695	285840	7447935
3696	285924	7448045
3697	286015	7448324
3698	286090	7448185
3699	286170	7448172
3700	286246	7448053
3701	286323	7447964
3702	286403	7447966
3703	286472	7447660
3704	286544	7447456
3705	286617	7447249
3706	286688	7447017
3707	286766	7446956
3708	286837	7446707
3709	286916	7446678
3710	286990	7446510
3711	287066	7446400
3712	287136	7446132
3713	287221	7446249
3714	287293	7446042
3715	287379	7446186
3716	287452	7446002
3717	287526	7445839
3718	287615	7446064
3719	287694	7446039
3720	287773	7445987
3721	287845	7445773
3722	287923	7445725
3723	287993	7445439
3724	288064	7445221
3725	288132	7444895
3726	288204	7444682
3727	288284	7444676
3728	288361	7444585
3729	288431	7444305
3730	288512	7444328
3731	288599	7444497
3732	288670	7444254
3733	288747	7444167
3734	288822	7444054
3735	288904	7444083
3736	288977	7443899
3737	289057	7443887
3738	289136	7443859
3739	289208	7443636
3740	289285	7443543
3741	289361	7443430
3742	289433	7443236
3743	289507	7443073
3744	289579	7442839
3745	289659	7442833
3746	289732	7442665
3747	289808	7442541
3748	289888	7442526
3749	289966	7442483
3750	290042	7442364
3751	290118	7442244
3752	290215	7442690
3753	290309	7443026
3754	290385	7442912
3755	290466	7442928
3756	290541	7442787
3757	290616	7442658
3758	290713	7443088
3759	290781	7442779
3760	290854	7442570
3761	290935	7442599
3762	291012	7442513
3763	291087	7442384
3764	291168	7442401
3765	291249	7442405
3766	291330	7442414
3767	291398	7442119
3768	291472	7441935
3769	291542	7441672
3770	291623	7441692
3771	291692	7441417
3772	291764	7441194
3773	291837	7440998
3774	291915	7440944
3775	291985	7440692
3776	292060	7440553
3777	292133	7440356
3778	292209	7440258
3779	292289	7440240
3780	292360	7440005
3781	292429	7439711
3782	292502	7439533
3783	292577	7439379
3784	292646	7439088
3785	292720	7438934
3786	292793	7438738
3787	292863	7438496
3788	292936	7438307
3789	293010	7438125
3790	293083	7437950
3791	293157	7437782
3792	293227	7437514
3793	293300	7437333
3794	293370	7437068
3795	293442	7436873
3796	293518	7436744
3797	293604	7436893
3798	293674	7436629
3799	293743	7436343
3800	293821	7436282
3801	293890	7436008
3802	293969	7435956
3803	294044	7435832
3804	294115	7435591
3805	294184	7435296
3806	294272	7435499
3807	294348	7435395
3808	294421	7435211
3809	294503	7435243
3810	294581	7435179
3811	294655	7435019
3812	294744	7435254
3813	294823	7435222
3814	294895	7434997
3815	294970	7434857
3816	295045	7434729
3817	295119	7434571
3818	295207	7434750
3819	295279	7434538
3820	295354	7434422
3821	295424	7434157
3822	295496	7433946
3823	295571	7433804
3824	295660	7434014
3825	295733	7433850
3826	295809	7433726
3827	295879	7433458
3828	295957	7433411
3829	296038	7433432
3830	296113	7433295
3831	296182	7433016
3832	296255	7432822
3833	296334	7432774
3834	296403	7432510
3835	296472	7432205
3836	296543	7431988
3837	296621	7431919
3838	296691	7431672
3839	296764	7431489
3840	296845	7431504
3841	296914	7431219
3842	296989	7431070
3843	297060	7430844
3844	297136	7430725
3845	297211	7430592
3846	297282	7430364
3847	297357	7430230
3848	297431	7430077
3849	297519	7430265
3850	297590	7430028
3851	297665	7429882
3852	297735	7429642
3853	297813	7429580
3854	297890	7429500
3855	297962	7429270
3856	298030	7428961
3857	298115	7429084
3858	298198	7429144
3859	298267	7428870
3860	298343	7428767
3861	298425	7428802
3862	298499	7428651
3863	298582	7428706
3864	298655	7428517
3865	298727	7428315
3866	298807	7428317
3867	298889	7428338
3868	298961	7428134
3869	299032	7427914
3870	299115	7427964
3871	299198	7428023
3872	299283	7428162
3873	299352	7427866
3874	299423	7427629
3875	299504	7427660
3876	299579	7427505
3877	299655	7427399
3878	299733	7427345
3879	299829	7427745
3880	299907	7427669
3881	299980	7427484
3882	300057	7427407
3883	300130	7427226
3884	300207	7427143
3885	300287	7427130
3886	300357	7426880
3887	300437	7426852
3888	300512	7426730
3889	300589	7426646
3890	300669	7426630
3891	300743	7426486
3892	300815	7426277
3893	300899	7426361
3894	300967	7426049
3895	301046	7426008
3896	301125	7425995
3897	301205	7425977
3898	301275	7425723
3899	301353	7425652
3900	301432	7425618
3901	301503	7425393
3902	301587	7425477
3903	301666	7425434
3904	301736	7425199
3905	301813	7425116
3906	301885	7424907
3907	301961	7424796
3908	302035	7424631
3909	302115	7424627
3910	302186	7424392
3911	302254	7424093
3912	302329	7423947
3913	302401	7423741
3914	302471	7423489
3915	302550	7423456
3916	302629	7423428
3917	302716	7423579
3918	302789	7423411
3919	302865	7423287
3920	302944	7423254
3921	303017	7423071
3922	303095	7423027
3923	303173	7422963
3924	303253	7422942
3925	303330	7422866
3926	303401	7422635
3927	303479	7422574
3928	303551	7422360
3929	303622	7422143
3930	303697	7422007
3931	303776	7421972
3932	303855	7421928
3933	303921	7421596
3934	304002	7421604
3935	304079	7421508
3936	304156	7421427
3937	304234	7421371
3938	304315	7421387
3939	304392	7421300
3940	304477	7421428
3941	304551	7421248
3942	304625	7421107
3943	304700	7420978
3944	304773	7420783
3945	304843	7420527
3946	304916	7420350
3947	304985	7420082
3948	305058	7419900
3949	305133	7419775
3950	305207	7419609
3951	305284	7419518
3952	305357	7419349
3953	305436	7419321
3954	305509	7419136
3955	305580	7418894
3956	305658	7418850
3957	305731	7418666
3958	305815	7418742
3959	305894	7418707
3960	305966	7418501
3961	306045	7418484
3962	306116	7418255
3963	306197	7418261
3964	306271	7418112
3965	306350	7418081
3966	306419	7417795
3967	306493	7417625
3968	306563	7417393
3969	306636	7417199
3970	306704	7416914
3971	306775	7416685
3972	306852	7416596
3973	306929	7416515
3974	307001	7416299
3975	307090	7416507
3976	307163	7416328
3977	307236	7416156
3978	307312	7416047
3979	307391	7416022
3980	307472	7416034
3981	307549	7415943
3982	307621	7415743
3983	307692	7415513
3984	307766	7415357
3985	307839	7415177
3986	307907	7414883
3987	308004	7415269
3988	308087	7415334
3989	308158	7415114
3990	308232	7414959
3991	308308	7414845
3992	308396	7415026
3993	308472	7414924
3994	308541	7414661
3995	308617	7414548
3996	308692	7414410
3997	308766	7414247
3998	308845	7414226
3999	308933	7414398
4000	309013	7414382
4001	309093	7414390
4002	309166	7414197
4003	309241	7414074
4004	309319	7414002
4005	309393	7413868
4006	309471	7413810
4007	309555	7413873
4008	309628	7413706
4009	309705	7413634
4010	309780	7413488
4011	309867	7413648
4012	309942	7413511
4013	310018	7413414
4014	310092	7413266
4015	310171	7413217
4016	310244	7413042
4017	310315	7412828
4018	310395	7412805
4019	310469	7412652
4020	310547	7412595
4021	310639	7412874
4022	310710	7412645
4023	310792	7412670
4024	310866	7412514
4025	310937	7412288
4026	311010	7412114
4027	311083	7411951
4028	311162	7411909
4029	311234	7411707
4030	311330	7412078
4031	311405	7411940
4032	311478	7411763
4033	311555	7411689
4034	311626	7411461
4035	311717	7411699
4036	311794	7411627
4037	311871	7411546
4038	311945	7411393
4039	312042	7411785
4040	312114	7411568
4041	312199	7411695
4042	312274	7411565
4043	312348	7411395
4044	312423	7411281
4045	312503	7411252
4046	312576	7411081
4047	312649	7410907
4048	312724	7410769
4049	312801	7410684
4050	312873	7410483
4051	312952	7410453
4052	313024	7410246
4053	313104	7410231
4054	313180	7410129
4055	313263	7410185
4056	313335	7409996
4057	313405	7409743
4058	313482	7409656
4059	313556	7409504
4060	313641	7409610
4061	313721	7409595
4062	313807	7409739
4063	313886	7409701
4064	313957	7409467
4065	314032	7409343
4066	314107	7409225
4067	314177	7408968
4068	314249	7408776
4069	314329	7408747
4070	314398	7408490
4071	314474	7408366
4072	314542	7408087
4073	314626	7408161
4074	314703	7408085
4075	314777	7407935
4076	314850	7407747
4077	314921	7407522
4078	314993	7407337
4079	315075	7407374
4080	315148	7407178
4081	315220	7406992
4082	315298	7406930
4083	315368	7406685
4084	315439	7406457
4085	315510	7406244
4086	315594	7406321
4087	315677	7406368
4088	315758	7406395
4089	315834	7406280
4090	315908	7406120
4091	315986	7406074
4092	316063	7405977
4093	316137	7405824
4094	316207	7405581
4095	316280	7405403
4096	316356	7405301
4097	316425	7405027
4098	316501	7404921
4099	316581	7404917
4100	316655	7404757
4101	316732	7404674
4102	316805	7404502
4103	316886	7404521
4104	316959	7404345
4105	317027	7404058
4106	317101	7403908
4107	317201	7404363
4108	317268	7404030
4109	317342	7403891
4110	317420	7403818
4111	317493	7403656
4112	317565	7403445
4113	317636	7403222
4114	317709	7403063
4115	317781	7402867
4116	317864	7402922
4117	317939	7402775
4118	318011	7402576
4119	318101	7402801
4120	318180	7402775
4121	318256	7402662
4122	318325	7402406
4123	318393	7402114
4124	318470	7402033
4125	318541	7401816
4126	318614	7401635
4127	318697	7401684
4128	318767	7401449
4129	318841	7401285
4130	318912	7401068
4131	318987	7400935
4132	319061	7400785
4133	319136	7400658
4134	319220	7400751
4135	319296	7400642
4136	319368	7400429
4137	319446	7400393
4138	319515	7400118
4139	319588	7399930
4140	319661	7399767
4141	319735	7399620
4142	319812	7399544
4143	319897	7399633
4144	319981	7399708
4145	320057	7399615
4146	320135	7399555
4147	320205	7399301
4148	320277	7399105
4149	320350	7398940
4150	320420	7398690
4151	320518	7399102
4152	320588	7398851
4153	320667	7398810
4154	320738	7398606
4155	320815	7398522
4156	320900	7398627
4157	320982	7398653
4158	321057	7398523
4159	321134	7398451
4160	321203	7398184
4161	321275	7397992
4162	321344	7397705
4163	321414	7397472
4164	321496	7397516
4165	321570	7397362
4166	321646	7397245
4167	321717	7397033
4168	321789	7396828
4169	321867	7396780
4170	321940	7396603
4171	322018	7396554
4172	322093	7396424
4173	322165	7396230
4174	322246	7396224
4175	322322	7396131
4176	322397	7396008
4177	322473	7395890
4178	322546	7395728
4179	322621	7395604
4180	322693	7395411
4181	322774	7395421
4182	322852	7395354
4183	322930	7395288
4184	323005	7395175
4185	323078	7394995
4186	323150	7394790
4187	323220	7394553
4188	323298	7394499
4189	323377	7394455
4190	323450	7394282
4191	323522	7394088
4192	323600	7394031
4193	323675	7393900
4194	323747	7393710
4195	323816	7393448
4196	323896	7393443
4197	323968	7393247
4198	324044	7393130
4199	324125	7393141
4200	324201	7393050
4201	324275	7392902
4202	324354	7392857
4203	324424	7392628
4204	324508	7392703
4205	324584	7392603
4206	324682	7392998
4207	324753	7392773
4208	324835	7392812
4209	324913	7392744
4210	324994	7392758
4211	325070	7392653
4212	325150	7392648
4213	325228	7392577
4214	325313	7392674
4215	325401	7392851
4216	325473	7392648
4217	325544	7392429
4218	325618	7392277
4219	325702	7392369
4220	325781	7392319
4221	325864	7392387
4222	325941	7392314
4223	326009	7392028
4224	326094	7392116
4225	326170	7392024
4226	326250	7392003
4227	326321	7391786
4228	326391	7391544
4229	326476	7391643
4230	326557	7391649
4231	326635	7391600
4232	326717	7391637
4233	326790	7391454
4234	326871	7391468
4235	326941	7391223
4236	327016	7391092
4237	327088	7390894
4238	327167	7390873
4239	327259	7391124
4240	327334	7391000
4241	327411	7390908
4242	327495	7390998
4243	327564	7390721
4244	327634	7390485
4245	327706	7390297
4246	327777	7390087
4247	327847	7389839
4248	327921	7389704
4249	327993	7389497
4250	328069	7389389
4251	328150	7389399
4252	328222	7389203
4253	328291	7388957
4254	328363	7388755
4255	328438	7388621
4256	328507	7388376
4257	328584	7388281
4258	328652	7388004
4259	328732	7387999
4260	328806	7387834
4261	328883	7387759
4262	328956	7387601
4263	329029	7387412
4264	329102	7387256
4265	329179	7387163
4266	329250	7386950
4267	329326	7386853
4268	329403	7386774
4269	329480	7386688
4270	329557	7386613
4271	329629	7386412
4272	329714	7386504
4273	329784	7386283
4274	329858	7386131
4275	329937	7386087
4276	330019	7386124
4277	330087	7385846
4278	330159	7385652
4279	330233	7385506
4280	330303	7385257
4281	330386	7385322
4282	330456	7385078
4283	330540	7385151
4284	330622	7385179
4285	330705	7385239
4286	330777	7385056
4287	330856	7385005
4288	330932	7384899
4289	331004	7384728
4290	331080	7384622
4291	331150	7384382
4292	331229	7384345
4293	331304	7384212
4294	331377	7384055
4295	331449	7383858
4296	331536	7384003
4297	331607	7383786
4298	331688	7383784
4299	331759	7383578
4300	331827	7383304
4301	331904	7383211
4302	331981	7383132
4303	332053	7382938
4304	332125	7382752
4305	332200	7382636
4306	332281	7382630
4307	332365	7382704
4308	332443	7382645
4309	332515	7382470
4310	332590	7382335
4311	332665	7382202
4312	332737	7382017
4313	332816	7381992
4314	332891	7381859
4315	332966	7381738
4316	333051	7381828
4317	333120	7381569
4318	333203	7381621
4319	333283	7381603
4320	333354	7381398
4321	333432	7381330
4322	333508	7381241
4323	333590	7381259
4324	333664	7381112
4325	333732	7380836
4326	333803	7380638
4327	333875	7380441
4328	333944	7380171
4329	334019	7380060
4330	334107	7380222
4331	334182	7380092
4332	334258	7379983
4333	334332	7379842
4334	334403	7379626
4335	334473	7379404
4336	334549	7379302
4337	334622	7379118
4338	334692	7378885
4339	334766	7378744
4340	334835	7378480
4341	334914	7378460
4342	334992	7378387
4343	335066	7378240
4344	335144	7378199
4345	335218	7378054
4346	335308	7378255
4347	335384	7378154
4348	335454	7377911
4349	335532	7377849
4350	335611	7377825
4351	335693	7377856
4352	335766	7377689
4353	335841	7377550
4354	335910	7377301
4355	335989	7377263
4356	336062	7377108
4357	336145	7377160
4358	336224	7377118
4359	336306	7377151
4360	336381	7377014
4361	336459	7376961
4362	336538	7376918
4363	336614	7376828
4364	336687	7376655
4365	336762	7376524
4366	336834	7376335
4367	336907	7376170
4368	336975	7375909
4369	337056	7375906
4370	337148	7376157
4371	337224	7376046
4372	337297	7375879
4373	337367	7375661
4374	337435	7375377
4375	337524	7375561
4376	337600	7375459
4377	337678	7375396
4378	337749	7375196
4379	337834	7375275
4380	337902	7375000
4381	337974	7374824
4382	338058	7374898
4383	338137	7374846
4384	338218	7374850
4385	338302	7374943
