iter	MultiClass
830	0.4059771716
831	0.4058392763
832	0.4056893358
833	0.4054167309
834	0.4052147006
835	0.4048258366
836	0.4046017098
837	0.4044314057
838	0.4041078415
839	0.4038496234
840	0.4037216618
841	0.4034956204
842	0.4033297885
843	0.4030803705
844	0.4029372883
845	0.4028060337
846	0.4025277057
847	0.4022085314
848	0.40211925
849	0.4017840815
850	0.4015760468
851	0.4013553197
852	0.4012309382
853	0.400945582
854	0.4008035004
855	0.4006894799
856	0.4003957444
857	0.4002736072
858	0.4001261252
859	0.3999843132
860	0.3996489128
861	0.3993907784
862	0.3990902118
863	0.3988481427
864	0.3986493153
865	0.3984633271
866	0.3982743826
867	0.3980360493
868	0.3977421725
869	0.3974396273
870	0.39725127
871	0.3970770984
872	0.3968564028
873	0.3967012982
874	0.3965012219
875	0.3961498627
876	0.3958907544
877	0.395739292
878	0.3954593421
879	0.3952112872
880	0.3950216106
881	0.3947473343
882	0.3945383499
883	0.3943092213
884	0.3941080779
885	0.3939204035
886	0.3937592873
887	0.3936593691
888	0.3933908037
889	0.3932106444
890	0.3930689558
891	0.392868751
892	0.392726895
893	0.3926489419
894	0.3925227637
895	0.3923495051
896	0.392120525
897	0.3918779233
898	0.3916605306
899	0.3914460601
900	0.3912111714
901	0.3909866324
902	0.3908281222
903	0.3905767856
904	0.3903423422
905	0.3902121683
906	0.3899834811
907	0.3898417083
908	0.3896115545
909	0.3893260264
910	0.3891357584
911	0.3889211632
912	0.3887620492
913	0.3885344226
914	0.3883356009
915	0.3880595262
916	0.3878549548
917	0.3875730435
918	0.3873987604
919	0.3872468778
920	0.3871020049
921	0.3867666706
922	0.3865560264
923	0.3863380505
924	0.3861454913
925	0.3858951196
926	0.3856160867
927	0.3853485895
928	0.3851943965
929	0.3849610608
930	0.384597796
931	0.3844299802
932	0.3842449955
933	0.3840321494
934	0.3838909083
935	0.383764846
936	0.38346642
937	0.3831270758
938	0.3829505194
939	0.38274032
940	0.3824900605
941	0.3822594377
942	0.3820609326
943	0.3819096127
944	0.3816907531
945	0.3814543362
946	0.381228317
947	0.3810568863
948	0.3808128341
949	0.3805215902
950	0.3803051795
951	0.3802020283
952	0.3799900219
953	0.3797419655
954	0.3795273431
955	0.3792401931
956	0.3790962389
957	0.378875945
958	0.3787257596
959	0.3785239592
960	0.3783433631
961	0.3781955341
962	0.3779409305
963	0.377732755
964	0.3775289668
965	0.3774021743
966	0.377293583
967	0.3770888689
968	0.3767254651
969	0.3765081165
970	0.3763657922
971	0.3762579451
972	0.3760906806
973	0.3759183692
974	0.3757381649
975	0.3755774691
976	0.3753339291
977	0.3751357466
978	0.3749718294
979	0.374876649
980	0.3746991719
981	0.3743915536
982	0.3742590111
983	0.3741415398
984	0.3739019836
985	0.3736842668
986	0.3734541465
987	0.373254785
988	0.3729884114
989	0.3727879667
990	0.3726871758
991	0.3724449806
992	0.37215123
993	0.3720179324
994	0.371852928
995	0.3716536669
996	0.3715259643
997	0.3714134622
998	0.3712588816
999	0.371051569
1000	0.3708448633
1001	0.3707298463
1002	0.3706296241
1003	0.3703641101
1004	0.3702942785
1005	0.3700545989
1006	0.3698175536
1007	0.3697133409
1008	0.3695173694
1009	0.3694067722
1010	0.3691912048
1011	0.368996525
1012	0.3687980484
1013	0.3686247418
1014	0.368464689
1015	0.3683144255
1016	0.3681299213
1017	0.3679147164
1018	0.3677852835
1019	0.3675975611
1020	0.3674522823
1021	0.3673219725
1022	0.3670649202
1023	0.3669421121
1024	0.3666820082
1025	0.3666116372
1026	0.3664549131
1027	0.3662636722
1028	0.3660582706
1029	0.3658596503
1030	0.3657458874
1031	0.3655681018
1032	0.3654016998
1033	0.3652780656
1034	0.3651023606
1035	0.3649324128
1036	0.3647201979
1037	0.3645286192
1038	0.3643528111
1039	0.3642405958
1040	0.3641552309
1041	0.3638271665
1042	0.3636421501
1043	0.3634942489
1044	0.3633681492
1045	0.3631784639
1046	0.3629756123
1047	0.36273443
1048	0.362569461
1049	0.3624483194
1050	0.3622965527
1051	0.3620820925
1052	0.3618985272
1053	0.3617168156
1054	0.3616240681
1055	0.3614459395
1056	0.3612787658
1057	0.3610860758
1058	0.3609105976
1059	0.3606013861
1060	0.3605164923
1061	0.3603862191
1062	0.3601953609
1063	0.3600197592
1064	0.3598179367
1065	0.3597155094
1066	0.3596041905
1067	0.3594026988
1068	0.3592766453
1069	0.359134001
1070	0.358924809
1071	0.3587607767
1072	0.3585699164
1073	0.3584674319
1074	0.3582871866
1075	0.3581358355
1076	0.3579991029
1077	0.3578679818
1078	0.3577334718
1079	0.3576174269
1080	0.3574561658
1081	0.3572490943
1082	0.3571554565
1083	0.3569688736
1084	0.3568463215
1085	0.3567314756
1086	0.3566109222
1087	0.3563941121
1088	0.3562812268
1089	0.3561659738
1090	0.355991329
1091	0.3558769609
1092	0.3556889686
1093	0.3556191031
1094	0.3555282336
1095	0.3554359333
1096	0.355304932
1097	0.3551807679
1098	0.3550233676
1099	0.3548833066
1100	0.3547641843
1101	0.3545732038
1102	0.3543844444
1103	0.3542328394
1104	0.3541047817
1105	0.3539884448
1106	0.3538424419
1107	0.3537626921
1108	0.353668923
1109	0.3534897946
1110	0.3533018576
1111	0.3531549206
1112	0.3529809621
1113	0.3528001401
1114	0.3526470905
1115	0.3525041268
1116	0.3523213425
1117	0.3521697671
1118	0.3520115803
1119	0.3519203572
1120	0.3516696782
1121	0.3514961422
1122	0.351322161
1123	0.351189435
1124	0.3511009659
1125	0.3509720659
1126	0.3506410504
1127	0.3505386868
1128	0.3503869957
1129	0.3502439014
1130	0.3501391567
1131	0.3499400869
1132	0.3498293985
1133	0.3497152046
1134	0.3496097324
1135	0.3494878974
1136	0.3494018579
1137	0.3491820772
1138	0.3490821292
1139	0.3489656373
1140	0.3487943374
1141	0.3487001104
1142	0.3485275377
1143	0.3484183516
1144	0.3483057668
1145	0.3482171676
1146	0.3480116953
1147	0.3478736842
1148	0.3476932708
1149	0.3475610587
1150	0.3474997969
1151	0.3473541871
1152	0.3471911987
1153	0.3470579481
1154	0.3468381449
1155	0.3466723451
1156	0.3465925127
1157	0.3464991834
1158	0.3463529688
1159	0.3462359132
1160	0.3460889864
1161	0.3460331895
1162	0.3458348272
1163	0.3456666925
1164	0.3454936511
1165	0.3453762637
1166	0.3452708232
1167	0.3450089569
1168	0.344930878
1169	0.3447341528
1170	0.3445800608
1171	0.3444497346
1172	0.3443038798
1173	0.3441080229
1174	0.3440140914
1175	0.3438292584
1176	0.3436515887
1177	0.3435517696
1178	0.3434304373
1179	0.34329458
1180	0.343049048
1181	0.3428809544
1182	0.3427582766
1183	0.3426774234
1184	0.3426240715
1185	0.3423699808
1186	0.3422920367
1187	0.3421748778
1188	0.3419784623
1189	0.3418829997
1190	0.3417742999
1191	0.3414704984
1192	0.3412373292
1193	0.3411566187
1194	0.341042548
1195	0.3409551432
1196	0.3407463518
1197	0.3405798865
1198	0.3404524204
1199	0.3404139641
1200	0.340286324
1201	0.3401604197
1202	0.3400768453
1203	0.3398936403
1204	0.339739545
1205	0.3396280261
1206	0.3394808984
1207	0.3393065919
1208	0.339176277
1209	0.3390062733
1210	0.3388981808
1211	0.3387145025
1212	0.338537426
1213	0.3384087488
1214	0.3382981811
1215	0.3382207569
1216	0.3381042698
1217	0.3380253347
1218	0.3378568485
1219	0.3377235634
1220	0.337606122
1221	0.3375100528
1222	0.3374347518
1223	0.3373383319
1224	0.3371863892
1225	0.3370492274
1226	0.3369403552
1227	0.3368020192
1228	0.3366569591
1229	0.3365647579
1230	0.3363484472
1231	0.336236979
1232	0.3361505342
1233	0.3359434329
1234	0.3358352375
1235	0.3356053239
1236	0.3354472712
1237	0.3353307553
1238	0.3352610705
1239	0.3351166245
1240	0.3350335908
1241	0.3349431774
1242	0.3348479437
1243	0.3346037571
1244	0.33452582
1245	0.3344078131
1246	0.3343114945
1247	0.3341781941
1248	0.334065805
1249	0.3339806267
1250	0.3338576707
1251	0.3337702801
1252	0.3336693421
1253	0.3335068298
1254	0.3334291012
1255	0.33330508
1256	0.3330828238
1257	0.3329261685
1258	0.3327443236
1259	0.332573365
1260	0.3324081864
1261	0.3322980754
1262	0.3321326132
1263	0.3319559158
1264	0.3318841551
1265	0.3317699863
1266	0.3316543656
1267	0.3315444597
1268	0.3313657135
1269	0.3312647662
1270	0.3310187059
1271	0.3309506356
1272	0.3308127578
1273	0.3306446567
1274	0.3304710191
1275	0.3303708125
1276	0.3302806221
1277	0.3301413942
1278	0.3300757507
1279	0.3299644524
1280	0.3298690607
1281	0.3297683869
1282	0.3296988059
1283	0.3295921483
1284	0.329352139
1285	0.3292222981
1286	0.3290934598
1287	0.3289619194
1288	0.3288439593
1289	0.328706644
1290	0.3285383574
1291	0.3284394995
1292	0.3282920193
1293	0.3281484384
1294	0.3280517262
1295	0.3279277412
1296	0.327830491
1297	0.3276324003
1298	0.3275259798
1299	0.3274035605
1300	0.3272547113
1301	0.3271356213
1302	0.3270273187
1303	0.326953781
1304	0.3269113436
1305	0.3267652048
1306	0.3266492864
1307	0.3265274651
1308	0.3263787909
1309	0.3262383139
1310	0.3261835485
1311	0.326036557
1312	0.3259700068
1313	0.3258131772
1314	0.325765451
1315	0.3256694364
1316	0.3255979732
1317	0.3254854403
1318	0.3253669005
1319	0.3253202336
1320	0.3251609491
1321	0.3250908024
1322	0.3249852777
1323	0.3248770037
1324	0.3247722559
1325	0.32468611
1326	0.3246232631
1327	0.3244714811
1328	0.3242596896
1329	0.3241732045
1330	0.3239983888
1331	0.3238748255
1332	0.3237794005
1333	0.3236450268
1334	0.3235411064
1335	0.3234699154
1336	0.3234203967
1337	0.3233129705
1338	0.3231419276
1339	0.3230424568
1340	0.3229394081
1341	0.3227287161
1342	0.3226500942
1343	0.3225126117
1344	0.3224458833
1345	0.3223922339
1346	0.3221984232
1347	0.3220986215
1348	0.3219847005
1349	0.321847469
1350	0.3217628521
1351	0.3216089468
1352	0.3214525128
1353	0.3213235134
1354	0.3211809207
1355	0.3209680378
1356	0.3208795135
1357	0.3207891715
1358	0.320730614
1359	0.3206703747
1360	0.3206122545
1361	0.3205256884
1362	0.3204517031
1363	0.320360305
1364	0.3202756906
1365	0.3201427727
1366	0.3199997142
1367	0.31990745
1368	0.3197408669
1369	0.3196561877
1370	0.3195047108
1371	0.3194228053
1372	0.3193770582
1373	0.3192975293
1374	0.3190591239
1375	0.3188971676
1376	0.3188090157
1377	0.3186483594
1378	0.3185868575
1379	0.3184939536
1380	0.3183890972
1381	0.3183231267
1382	0.3181523949
1383	0.3180697752
1384	0.3179755289
1385	0.3178661208
1386	0.3177990408
1387	0.3176510666
1388	0.3175012566
1389	0.3173689101
1390	0.3172599695
1391	0.3171696897
1392	0.3170769361
1393	0.3169542949
1394	0.3168240932
1395	0.3166650602
1396	0.3164966913
1397	0.3164484286
1398	0.3163450927
1399	0.3162449034
1400	0.316176788
1401	0.3161206431
1402	0.3160402948
1403	0.3159184825
1404	0.3158108794
1405	0.3156858167
1406	0.3156206857
1407	0.315462806
1408	0.3153583834
1409	0.3152325215
1410	0.3151588779
1411	0.3150331013
1412	0.3149480092
1413	0.3148675042
1414	0.3146601201
1415	0.3145578423
1416	0.3144208366
1417	0.314231008
1418	0.3141244813
1419	0.3140358543
1420	0.3138901527
1421	0.3137997424
1422	0.3137481698
1423	0.3136520663
1424	0.313610828
1425	0.3135291544
1426	0.3134389813
1427	0.3133401622
1428	0.3132591787
1429	0.3132279644
1430	0.3131214742
1431	0.3130401476
1432	0.3129092129
1433	0.3127833936
1434	0.3126978696
1435	0.3125871566
1436	0.3125277439
1437	0.312373968
1438	0.3122137763
1439	0.3121337966
1440	0.31205893
1441	0.3118987531
1442	0.3117698675
1443	0.3115554114
1444	0.3114232622
1445	0.3112089351
1446	0.3110993393
1447	0.3109301283
1448	0.3108739795
1449	0.3107921343
1450	0.3107412613
1451	0.3106624596
1452	0.3105540273
1453	0.3104682932
1454	0.3103922798
1455	0.310314395
1456	0.3102159458
1457	0.3101180757
1458	0.3099594949
1459	0.30981581
1460	0.3097329678
1461	0.3096288116
1462	0.3095230041
1463	0.3094127029
1464	0.3093465047
1465	0.3092163462
1466	0.3091528592
1467	0.3090792157
1468	0.3089548369
1469	0.3088342751
1470	0.3087456871
1471	0.3086258532
1472	0.3085510634
1473	0.3084218362
1474	0.3083249101
1475	0.3081961452
1476	0.3080853334
1477	0.3079195801
1478	0.3078185285
1479	0.3077315022
1480	0.3076436464
1481	0.3075654102
1482	0.3074544985
1483	0.3073181806
1484	0.3072249393
1485	0.3070975692
1486	0.3070006282
1487	0.3068796362
1488	0.3068086134
1489	0.3067075331
1490	0.3066221135
1491	0.3064582892
1492	0.3063819232
1493	0.3062636662
1494	0.3060761764
1495	0.3059990122
1496	0.3059470146
1497	0.3058555397
1498	0.3057758079
1499	0.3056478621
1500	0.3055461426
1501	0.3054797298
1502	0.3053592753
1503	0.3052545158
1504	0.3051877593
1505	0.3050711857
1506	0.3049976993
1507	0.3048695209
1508	0.3047713818
1509	0.3046972784
1510	0.3045870461
1511	0.3044791468
1512	0.3043326724
1513	0.3042105632
1514	0.3040603837
