|                  object|        ra|      dec|
|                    char|    double|   double|
|                        |          |         |
|                    null|      null|     null|
 SDSS J153400.48+001036.3 233.502015   0.17677 
 SDSS J153502.28+001405.9  233.75952   0.23499 
 SDSS J113209.20-025043.6  173.03832  -2.84548 
 SDSS J112727.64-023249.8  171.86517  -2.54717 
 SDSS J112459.83-025059.2 171.249315  -2.84976 
 SDSS J112345.61-011627.5 170.940045  -1.27431 
 SDSS J112335.19-013356.3 170.896665  -1.56572 
 SDSS J112606.30-015001.1 171.526305  -1.83363 
 SDSS J112640.67-014137.6  171.66945  -1.69379 
 SDSS J112917.93-014228.8  172.32474    -1.708 
 SDSS J113010.48-012653.0 172.543725  -1.44809 
 SDSS J113029.01-013027.7 172.620915  -1.50772 
 SDSS J113905.56-023728.3  174.77319  -2.62454 
 SDSS J113613.98-025213.7 174.058275  -2.87046 
 SDSS J113003.45-030911.6 172.514355  -3.15322 
 SDSS J113324.31-012744.5  173.35131  -1.46243 
 SDSS J113243.27-021158.9  173.18034  -2.19973 
 SDSS J113334.77-021649.2   173.3949  -2.28036 
 SDSS J113419.72-020225.5  173.58219  -2.04043 
 SDSS J113753.53-022540.1  174.47304  -2.42783 
 SDSS J113907.42-021322.6 174.780915  -2.22298 
 SDSS J114513.86-025939.0  176.30778  -2.99417 
 SDSS J114454.68-024750.7 176.227845  -2.79742 
 SDSS J113849.56-020511.4  174.70647  -2.08654 
 SDSS J114230.94-021505.3  175.62897  -2.25152 
 SDSS J114426.01-015725.4 176.108385  -1.95711 
 SDSS J114525.98-022332.8 176.358255  -2.39247 
 SDSS J114551.79-022010.4 176.465805  -2.33627 
 SDSS J115050.98-031113.0 177.712455  -3.18697 
 SDSS J115002.03-031856.2 177.508485   -3.3156 
 SDSS J114738.80-024915.5 176.911695  -2.82098 
 SDSS J114535.10-034001.7  176.39625  -3.66708 
 SDSS J114428.79-033415.1 176.119995  -3.57086 
 SDSS J114457.32-023013.3 176.238855  -2.50372 
 SDSS J114534.80-012446.9  176.39505  -1.41305 
 SDSS J114720.99-014210.0 176.837475  -1.70279 
 SDSS J114722.44-022622.5  176.84352  -2.43962 
 SDSS J114817.99-020146.4    177.075  -2.02961 
 SDSS J115136.60-013655.3  177.90249  -1.61539 
 SDSS J115356.87-033519.9  178.48698  -3.58886 
 SDSS J115351.45-033722.6  178.46439  -3.62297 
 SDSS J115337.10-025437.4 178.404615   -2.9104 
 SDSS J115211.91-030104.5  178.04967  -3.01795 
 SDSS J115032.53-034242.7 177.635565  -3.71186 
 SDSS J115352.81-013738.7  178.47003  -1.62743 
 SDSS J115231.32-021847.9  178.13052  -2.31332 
 SDSS J115501.83-012310.9 178.757685  -1.38647 
 SDSS J120058.38-034116.3 180.243225  -3.68788 
 SDSS J115939.14-034053.2  179.91312  -3.68142 
 SDSS J115942.43-022616.4  179.92683  -2.43791 
 SDSS J115712.38-032107.7 179.301555  -3.35214 
 SDSS J115735.97-031441.1 179.399865  -3.24473 
 SDSS J115954.42-012108.3 179.976795   -1.3523 
 SDSS J120056.70-012035.4  180.23631  -1.34321 
 SDSS J120021.93-020152.7  180.09141  -2.03133 
 SDSS J120242.39-012345.8  180.67665  -1.39607 
 SDSS J120203.38-012546.1  180.51411  -1.42949 
 SDSS J120308.43-015955.6 180.785175  -1.99879 
 SDSS J120700.58-021958.3  181.75245  -2.33283 
 SDSS J121451.23-032922.2  183.71352   -3.4895 
 SDSS J121037.00-031359.1  182.65419  -3.23311 
 SDSS J120906.80-025745.1 182.278335  -2.96252 
 SDSS J120828.63-023919.5  182.11932  -2.65542 
 SDSS J120718.63-013930.7  181.82763  -1.65854 
 SDSS J120625.98-021147.3  181.60839  -2.19648 
 SDSS J120951.59-012411.8 182.464995  -1.40328 
 SDSS J120921.54-014408.4  182.33976  -1.73569 
 SDSS J120943.62-020459.6 182.431815  -2.08321 
 SDSS J120942.89-021943.1 182.428725  -2.32865 
 SDSS J121033.64-021816.9  182.64018  -2.30469 
 SDSS J121221.03-012714.3  183.08766  -1.45399 
 SDSS J121444.67-015050.6  183.68616   -1.8474 
 SDSS J121606.71-020234.1  184.02798  -2.04285 
 SDSS J121945.70-031423.9  184.94046  -3.23999 
 SDSS J122035.07-033546.3 185.146125  -3.59618 
 SDSS J122113.25-024859.5  185.30523  -2.81652 
 SDSS J121824.39-034208.5 184.601655  -3.70238 
 SDSS J121733.47-033334.5 184.389495  -3.55955 
 SDSS J121708.77-031122.2  184.28658   -3.1895 
 SDSS J121755.30-033723.3  184.48038  -3.62313 
 SDSS J121619.94-032449.0  184.08309  -3.41362 
 SDSS J121434.37-031227.7   183.6432  -3.20771 
 SDSS J121346.64-020954.2  183.44436  -2.16508 
 SDSS J121508.26-021947.8 183.784455  -2.32995 
 SDSS J121959.07-022611.5 184.996125  -2.43657 
 SDSS J121940.07-022808.4 184.916955  -2.46902 
 SDSS J122052.08-020922.5    185.217  -2.15627 
 SDSS J122304.71-012344.9  185.76966  -1.39585 
 SDSS J122253.53-013926.7  185.72304  -1.65745 
 SDSS J122357.34-023313.2  185.98893  -2.55364 
 SDSS J123211.68-032954.9 188.048685  -3.49857 
 SDSS J122956.74-033740.4 187.486425  -3.62789 
 SDSS J123040.36-030802.6  187.66818  -3.13405 
 SDSS J122937.12-030708.0  187.40466  -3.11892 
 SDSS J122534.26-025029.0  186.39276  -2.84139 
 SDSS J122711.30-014252.8   186.7971  -1.71472 
 SDSS J123052.79-013940.8 187.719975  -1.66129 
 SDSS J123842.44-033718.8  189.67683  -3.62189 
 SDSS J123827.84-032725.8 189.616035  -3.45719 
 SDSS J123507.78-031601.9  188.78241   -3.2672 
 SDSS J123526.10-031611.6  188.85876  -3.26988 
 SDSS J123533.22-012712.3 188.888415   -1.4534 
 SDSS J123512.73-011551.5 188.803035  -1.26431 
 SDSS J123706.65-020610.0 189.277725  -2.10279 
 SDSS J123751.48-011812.3 189.464535  -1.30346 
 SDSS J124127.00-020740.2 190.362495  -2.12783 
 SDSS J124751.44-024950.0  191.96433  -2.83058 
 SDSS J124738.43-024755.6 191.910135   -2.7988 
 SDSS J124401.37-020926.4  191.00574  -2.15734 
 SDSS J124430.68-014309.1 191.127855  -1.71918 
 SDSS J124616.87-012920.0 191.570325  -1.48889 
 SDSS J124636.59-011625.3 191.652495  -1.27367 
 SDSS J124742.12-012927.9  191.92554  -1.49111 
 SDSS J125700.89-022812.4  194.25372  -2.47012 
 SDSS J125434.93-023412.4  193.64559  -2.57012 
 SDSS J125445.22-030651.3 193.688385  -3.11424 
 SDSS J125150.93-033820.7  192.96225  -3.63908 
 SDSS J125408.71-024040.2 193.536285  -2.67784 
 SDSS J125304.39-023457.4 193.268325  -2.58259 
 SDSS J125029.47-024551.0   192.6228  -2.76416 
 SDSS J124754.95-033738.6    191.979  -3.62741 
 SDSS J124843.18-034123.6  192.17994  -3.68992 
 SDSS J124730.16-030115.2 191.875725  -3.02084 
 SDSS J125108.58-015840.3  192.78579  -1.97781 
 SDSS J125144.76-015131.5 192.936525  -1.85874 
 SDSS J125144.04-014916.9  192.93348  -1.82138 
 SDSS J125334.30-021800.9 193.392915  -2.30026 
 SDSS J125248.45-012650.2 193.201875   -1.4473 
 SDSS J125214.44-011522.3  193.06014  -1.25614 
 SDSS J125145.98-012511.9 192.941565  -1.41995 
 SDSS J125230.70-012017.2 193.127895  -1.33808 
 SDSS J125409.12-011527.1 193.537965   -1.2575 
 SDSS J125844.54-022627.9  194.68563  -2.44111 
 SDSS J125754.30-015851.7  194.47626  -1.98103 
 SDSS J125925.78-021454.4  194.85744  -2.24846 
 SDSS J125838.25-013429.4 194.659425  -1.57486 
 SDSS J130319.29-030638.8 195.830385  -3.11076 
 SDSS J130318.85-025724.8  195.82854   -2.9569 
 SDSS J130136.30-033057.6  195.40128  -3.51602 
 SDSS J130107.54-032652.5 195.281415  -3.44796 
 SDSS J130156.43-022236.0  195.48516   -2.3767 
 SDSS J130252.65-023104.2  195.71937  -2.51785 
 SDSS J130454.51-021901.3 196.227105  -2.31706 
 SDSS J130534.23-021119.2 196.392645  -2.18867 
 SDSS J130834.94-014456.0 197.145555  -1.74891 
 SDSS J131053.45-022841.5  197.72268   -2.4782 
 SDSS J131718.72-022805.3  199.32801  -2.46812 
 SDSS J131437.80-031827.6 198.657525  -3.30764 
 SDSS J131603.21-022125.8 199.013385  -2.35718 
 SDSS J131350.96-033622.5  198.46233   -3.6063 
 SDSS J131526.49-024032.4   198.8604  -2.67564 
 SDSS J131514.82-022836.2  198.81177  -2.47673 
 SDSS J131136.44-021613.8 197.901885   -2.2705 
 SDSS J130919.09-013721.1 197.329545  -1.62253 
 SDSS J131143.42-011919.5 197.930925  -1.32211 
 SDSS J131434.45-014339.4 198.643575  -1.72762 
 SDSS J132226.12-022505.8  200.60886  -2.41827 
 SDSS J132057.02-025159.8 200.237595  -2.86659 
 SDSS J132023.30-033233.7 200.097105   -3.5427 
 SDSS J131648.43-015815.5 199.201845  -1.97098 
 SDSS J132031.47-012718.5  200.13111  -1.45513 
 SDSS J132058.22-021415.4  200.24262  -2.23759 
 SDSS J132033.54-021903.6 200.139765  -2.31768 
 SDSS J132151.05-012614.3  200.46273  -1.43731 
 SDSS J155035.17-005924.5 237.646575  -0.99016 
 SDSS J155248.73+000050.2  238.20306   0.01397 
 SDSS J155023.94-002040.3 237.599775  -0.34452 
 SDSS J154724.04-000936.9 236.850195  -0.16026 
 SDSS J154700.45-005905.2 236.751795   -0.9849 
 SDSS J154609.02+010900.9  236.53761   1.15025 
 SDSS J154940.16+010601.7  237.41733   1.10049 
 SDSS J155111.59+001910.6 237.798315   0.31963 
 SDSS J155002.06+000909.3 237.508605   0.15257 
 SDSS J155037.15+011342.4  237.65481   1.22845 
 SDSS J155211.64+004642.5  238.04856   0.77849 
 SDSS J160040.67-004520.5 240.169485  -0.75569 
 SDSS J155910.24-001529.9  239.79267  -0.25832 
 SDSS J155725.83-001116.2 239.357685  -0.18784 
 SDSS J155612.44-001528.1  239.05185  -0.25783 
 SDSS J155450.56-003323.6  238.71066  -0.55658 
 SDSS J155248.81-003129.7  238.20342  -0.52492 
 SDSS J155351.71+000651.6 238.465485   0.11433 
 SDSS J155524.63+002504.0  238.85265   0.41779 
 SDSS J160408.08-011217.6 241.033725  -1.20488 
 SDSS J160306.29-005753.0  240.77625  -0.96475 
 SDSS J160220.23-004623.3  240.58431  -0.77312 
 SDSS J155726.87-001050.4 239.362005  -0.18069 
 SDSS J160351.47+000648.7 240.964485   0.11354 
 SDSS J160444.66+003905.1 241.186125   0.65141 
 SDSS J161029.02-000801.4  242.62095  -0.13372 
 SDSS J160951.50-000438.1  242.46459  -0.07726 
 SDSS J160737.14-004254.5  241.90476  -0.71516 
 SDSS J160900.94+004900.0  242.25393    0.8167 
 SDSS J160950.02-000011.9  242.45844  -0.00332 
 SDSS J161049.48+001846.2 242.706225   0.31284 
 SDSS J161043.49+011104.4  242.68128   1.18455 
 SDSS J161209.28+000333.1 243.038715    0.0592 
 SDSS J161230.85+004829.6  243.12855   0.80823 
 SDSS J161207.43+002130.7  243.03099   0.35853 
 SDSS J161621.81+010451.2  244.09092    1.0809 
 SDSS J170506.83+625142.9  256.27851  62.86193 
 SDSS J170303.53+630559.2  255.76479  63.09982 
 SDSS J165847.16+625624.6  254.69652  62.94017 
 SDSS J165533.35+631431.7 253.889115  63.24213 
 SDSS J165639.41+631702.4 254.164335  63.28403 
 SDSS J165315.24+630714.2 253.313535  63.12062 
 SDSS J165028.60+624558.5 252.619215  62.76625 
 SDSS J165015.44+625335.1  252.56436  62.89312 
 SDSS J164820.26+625835.1  252.08439  62.97644 
 SDSS J170800.56+633952.9  257.00229  63.66468 
 SDSS J171223.15+640157.0 258.096555  64.03252 
 SDSS J170835.62+610729.7 257.148405  61.12493 
 SDSS J170315.34+602015.8   255.8139  60.33775 
 SDSS J165309.04+622508.3 253.287765  62.41897 
 SDSS J165352.11+621149.6 253.467165  62.19713 
 SDSS J165819.52+623822.9   254.5812  62.63926 
 SDSS J170845.72+620236.1 257.190465  62.04337 
 SDSS J170717.10+622233.9 256.821255  62.37607 
 SDSS J171006.63+613107.6  257.52756  61.51878 
 SDSS J171240.63+621305.4 258.169305  62.21818 
 SDSS J172401.07+622148.2 261.004485  62.36345 
 SDSS J171931.69+621647.1  259.88211  62.27979 
 SDSS J172341.69+631542.9  260.92371  63.26191 
 SDSS J171307.74+624707.1 258.282315  62.78531 
 SDSS J171317.49+620409.6 258.322875  62.06937 
 SDSS J171243.96+620245.1 258.183165  62.04586 
 SDSS J171329.11+640248.7  258.37128  64.04686 
 SDSS J172244.66+632714.9 260.686065  63.45419 
 SDSS J172436.53+633724.4  261.15225  63.62351 
 SDSS J172521.79+631942.8 261.340845  63.32859 
 SDSS J172709.35+635452.0  261.78918  63.91453 
 SDSS J171352.23+581551.7 258.467565  58.26436 
 SDSS J171639.34+591513.4  259.16394  59.25376 
 SDSS J171016.05+592018.2  257.56695  59.33839 
 SDSS J170544.00+583001.2 256.433355  58.50034 
 SDSS J170447.76+584552.3  256.19907  58.76455 
 SDSS J170431.65+584401.3  256.13193  58.73369 
 SDSS J170318.67+602201.1 255.827805  60.36697 
 SDSS J171228.42+595633.8  258.11847  59.94273 
 SDSS J171544.02+600835.4  258.93357  60.14324 
 SDSS J171431.17+603604.5  258.62994  60.60126 
 SDSS J171440.47+600400.3   258.6687  60.06676 
 SDSS J173117.41+595322.6 262.822515  59.88961 
 SDSS J173116.21+600221.4 262.817505  60.03929 
 SDSS J172921.51+603005.7 262.339605  60.50158 
 SDSS J172546.80+593655.3 261.444975  59.61537 
 SDSS J172715.33+604150.4  261.81387  60.69731 
 SDSS J171841.08+603629.3  259.67127  60.60812 
 SDSS J171924.67+612955.0 259.852875  61.49865 
 SDSS J171757.67+611600.9 259.490295  61.26694 
 SDSS J172243.51+621025.2  260.68137  62.17373 
 SDSS J171830.48+611818.8  259.62702  61.30524 
 SDSS J172657.07+614056.8  261.73779  61.68246 
 SDSS J172613.73+620858.1  261.55725  62.14948 
 SDSS J172430.82+565434.9 261.128385  56.90972 
 SDSS J171811.94+563956.1  259.54977   56.6656 
 SDSS J171134.95+562802.4  257.89569  56.46736 
 SDSS J171100.32+565601.4 257.751375  56.93373 
 SDSS J170953.91+565838.3  257.47473  56.97735 
 SDSS J170701.43+574519.9 256.755945  57.75552 
 SDSS J171137.97+580330.1   257.9082  58.05838 
 SDSS J170938.38+574205.0 257.410005  57.70138 
 SDSS J171522.97+572440.3  258.84579  57.41119 
 SDSS J172159.28+573535.0 260.496975  57.59309 
 SDSS J172723.47+551053.5 261.847785  55.18155 
 SDSS J172240.81+541321.8 260.670045  54.22276 
 SDSS J172244.82+544107.9   260.6868  54.68551 
 SDSS J172418.29+552836.6   261.0762  55.47686 
 SDSS J172327.33+545555.8  260.86395   54.9322 
 SDSS J171725.93+542408.2  259.35813   54.4023 
 SDSS J171738.84+550221.9  259.41186  55.03946 
 SDSS J171531.73+560208.8  258.88224   56.0358 
 SDSS J172254.13+554958.1  260.72562  55.83284 
 SDSS J172313.07+561808.6 260.804535   56.3024 
 SDSS J172743.19+561800.7  261.93012  56.30029 
 SDSS J173845.87+563004.9 264.691125  56.50139 
 SDSS J173801.52+561325.8 264.506355  56.22383 
 SDSS J173250.22+563426.4  263.20932  56.57399 
 SDSS J173220.68+551439.3 263.086215  55.24425 
 SDSS J173223.73+552452.8 263.098905  55.41466 
 SDSS J173022.80+555956.9 262.594965  55.99917 
 SDSS J172655.64+555224.4 261.731805  55.87345 
 SDSS J172438.13+562838.7  261.15888  56.47742 
 SDSS J172823.84+573243.5 262.099335  57.54542 
 SDSS J172837.53+570842.1 262.156335  57.14507 
 SDSS J172654.71+571843.1 261.727995  57.31199 
 SDSS J172811.86+564517.1 262.049445  56.75476 
 SDSS J173510.80+565022.7  263.79507  56.83965 
 SDSS J173824.12+573930.8 264.600615  57.65858 
 SDSS J173805.40+570705.4 264.522495  57.11814 
 SDSS J172918.75+525559.2  262.32828  52.93313 
 SDSS J172520.31+525501.4  261.33468  52.91707 
 SDSS J172449.62+533042.0  261.20679  53.51167 
 SDSS J172026.47+523811.8  260.11026  52.63668 
 SDSS J171854.41+530046.9  259.72671  53.01306 
 SDSS J171759.90+533654.1  259.49964  53.61503 
 SDSS J171957.96+535708.2  259.99158  53.95234 
 SDSS J172749.71+534651.5  261.95706    53.781 
 SDSS J172704.28+544123.1  261.76788  54.68979 
 SDSS J172921.18+541526.1 262.338285  54.25722 
 SDSS J172920.13+541624.5  262.33392  54.27346 
 SDSS J173708.13+541220.9 264.283905  54.20581 
 SDSS J173513.70+540936.9  263.80713  54.16028 
 SDSS J173130.86+542930.2   262.8786  54.49172 
 SDSS J173149.74+551219.4 262.957245  55.20539 
 SDSS J173512.37+543406.6  263.80161  54.56852 
 SDSS J174239.50+544738.3  265.66464  54.79395 
 SDSS J172625.82+583519.8 261.607605  58.58887 
 SDSS J172028.31+591341.7 260.117955  59.22827 
 SDSS J172219.57+590435.2 260.581665  59.07649 
 SDSS J172408.11+591840.5  261.03384  59.31128 
 SDSS J172519.06+584900.3  261.32943  58.81675 
 SDSS J173021.42+593823.6 262.589295  59.63991 
 SDSS J173532.82+585935.1  263.88669   58.9931 
 SDSS J171427.40+560155.9  258.61419  56.03223 
 SDSS J215419.64-002241.1 328.581885  -0.37811 
 SDSS J215305.34-004230.7 328.272285  -0.70852 
 SDSS J215000.61-002045.3  327.50256  -0.34601 
 SDSS J214910.12-011358.3   327.2922   -1.2329 
 SDSS J215042.33+005443.0 327.676455   0.91193 
 SDSS J215412.86+000423.0 328.553625   0.07306 
 SDSS J215418.70+002119.4  328.57791    0.3554 
 SDSS J220211.27-011637.8  330.54699  -1.27719 
 SDSS J220204.86-010101.3  330.52026  -1.01705 
 SDSS J220200.32-003042.3 330.501375  -0.51176 
 SDSS J220007.04-002244.9 330.029295  -0.37918 
 SDSS J215805.76-010253.0  329.52405  -1.04811 
 SDSS J215732.95-005543.9 329.387295  -0.92889 
 SDSS J215600.16+011012.1   329.0007   1.17004 
 SDSS J215504.23+005220.0 328.767675   0.87225 
 SDSS J215807.31+010032.0 329.530485    1.0089 
 SDSS J215816.46+010921.6  329.56863   1.15597 
 SDSS J215731.44+003757.0  329.38104   0.63252 
 SDSS J215824.05+005555.6  329.60025   0.93208 
 SDSS J215827.24+000906.2 329.613495   0.15176 
 SDSS J220154.03+000454.4 330.475125   0.08172 
 SDSS J220315.99+003415.9 330.816645   0.57108 
 SDSS J220412.72-000155.6 331.053015   -0.0321 
 SDSS J220804.41-010131.8  332.01843  -1.02555 
 SDSS J220715.38-001456.0 331.814115   -0.2489 
 SDSS J220147.37+000801.2  330.44739   0.13365 
 SDSS J220734.12+001508.4 331.892205   0.25237 
 SDSS J220939.53+002341.4  332.41473   0.39486 
 SDSS J221133.85+001255.3 332.891055   0.21535 
 SDSS J221647.12-005937.4 334.196355  -0.99372 
 SDSS J221109.88-002327.3  332.79117  -0.39096 
 SDSS J221208.25+001244.9 333.034425   0.21248 
 SDSS J221108.34-000302.5 332.784765   -0.0507 
 SDSS J221408.46+004859.2 333.535245   0.81649 
 SDSS J221449.88+004716.6  333.70782   0.78796 
 SDSS J221802.23+005109.4 334.509315   0.85258 
 SDSS J221726.43+004928.6  334.36017   0.82461 
 SDSS J221936.05+004724.9 334.900245   0.79031 
 SDSS J221911.04+004442.9 334.796025   0.74531 
 SDSS J222627.79-005011.0  336.61575  -0.83642 
 SDSS J222458.71-011632.8 336.244635  -1.27586 
 SDSS J222515.07-001640.3  336.31275  -0.27788 
 SDSS J222455.24-002302.3  336.22992  -0.38403 
 SDSS J222421.16-003120.0   336.0882  -0.52224 
 SDSS J222327.66-004158.4  335.86527  -0.69959 
 SDSS J221932.94-010726.4  334.88727  -1.12403 
 SDSS J222051.54+005815.5  335.21484   0.97101 
 SDSS J222055.87+001819.8 335.232855    0.3055 
 SDSS J222255.86+010953.2  335.73273   1.16482 
 SDSS J222259.25+004911.4  335.74692   0.81984 
 SDSS J222426.45+002736.6 336.110235   0.46015 
 SDSS J223513.87-001437.0 338.807745  -0.24358 
 SDSS J223219.23-005831.6  338.08017  -0.97549 
 SDSS J223154.60-003339.0  337.97751  -0.56082 
 SDSS J222840.80-001816.8 337.170015  -0.30472 
 SDSS J222520.75-005350.8  336.33645  -0.89746 
 SDSS J222448.93-002925.7 336.203895  -0.49046 
 SDSS J222534.68+000345.2  336.39453    0.0626 
 SDSS J222821.18+011410.4 337.088325   1.23622 
 SDSS J222601.36+001544.3  336.50565   0.26235 
 SDSS J222751.89+000457.1 336.966255   0.08254 
 SDSS J222909.75+000443.9 337.290645    0.0789 
 SDSS J223137.08+005618.0 337.904535   0.93839 
 SDSS J223403.85+005418.0 338.516085   0.90498 
 SDSS J224326.01-002405.7 340.858455  -0.40154 
 SDSS J223953.50-001133.0  339.97293  -0.19249 
 SDSS J223729.23-004908.5  339.37182  -0.81904 
 SDSS J223513.66-001449.1  338.80689  -0.24696 
 SDSS J223339.69-000639.4 338.415405  -0.11095 
 SDSS J223440.03-000515.1 338.666775  -0.08756 
 SDSS J223706.64-000232.7  339.27765  -0.04243 
 SDSS J223737.11+002038.8  339.40467   0.34413 
 SDSS J223819.99+005913.5 339.583275    0.9871 
 SDSS J224107.34+005736.8  340.28058   0.96028 
 SDSS J224819.43-003641.6  342.08103  -0.61156 
 SDSS J224820.92-002802.7 342.087225  -0.46744 
 SDSS J224608.44-011218.1  341.53515  -1.20503 
 SDSS J224708.78-004704.3 341.786595  -0.78455 
 SDSS J224653.53-000809.5 341.723085  -0.13598 
 SDSS J224424.37-000943.5  341.10153  -0.16209 
 SDSS J224429.24-000018.2 341.121855  -0.00508 
 SDSS J224029.98+004036.6  340.12494   0.67683 
 SDSS J224401.96+002446.2 341.008185   0.41284 
 SDSS J224530.53+002815.6  341.37726   0.47099 
 SDSS J224552.41+002751.7 341.468415   0.46438 
 SDSS J225632.56-002524.3 344.135655   -0.4234 
 SDSS J225628.28-003253.8  344.11776  -0.54826 
 SDSS J225521.47-005652.0  343.83948  -0.94774 
 SDSS J225537.67-001518.1  343.90698  -0.25501 
 SDSS J225203.73-005750.2  343.01556  -0.96396 
 SDSS J224820.75-003221.3  342.08652  -0.53924 
 SDSS J225122.56+003512.2  342.84396   0.58671 
 SDSS J225729.04+003101.8 344.371035   0.51718 
 SDSS J230603.84+000626.3  346.51602   0.10729 
 SDSS J230334.70-004008.0  345.89463   -0.6689 
 SDSS J230326.13-002137.8 345.858915   -0.3605 
 SDSS J230145.20-004759.9   345.4383  -0.79999 
 SDSS J230227.68-002516.5  345.61536  -0.42127 
 SDSS J230009.55-003036.4 345.039765  -0.51011 
 SDSS J225756.55-000727.7  344.48565  -0.12437 
 SDSS J225711.16-000816.0 344.296575  -0.13776 
 SDSS J225640.86-002452.8  344.17026  -0.41466 
 SDSS J225818.37+005223.5 344.576595   0.87317 
 SDSS J225828.42+010851.7 344.618415   1.14769 
 SDSS J230131.34+004632.0  345.38064   0.77558 
 SDSS J230217.82+004608.1 345.574275   0.76891 
 SDSS J230325.32+005554.4 345.855525    0.9318 
 SDSS J230645.34-010126.1  346.68891  -1.02395 
 SDSS J230631.74+001020.7 346.632135   0.17246 
 SDSS J230843.48+011442.9  347.18121   1.24527 
 SDSS J230809.13+002759.7  347.03808   0.46658 
 SDSS J231159.51+003321.3  347.99793   0.55592 
 SDSS J231817.76-010905.9  349.57398   -1.1517 
 SDSS J231542.11-002607.0  348.92541  -0.43525 
 SDSS J231636.37-000302.0  349.15158  -0.05057 
 SDSS J231534.38-005458.7  348.89328  -0.91632 
 SDSS J231537.25-004223.4  348.90525  -0.70652 
